"team_id","pos_team","division","conference","season","player_id","receiver_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","targets","catchpct","passing_td","fumbles","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","catchpct_rank","yards_rank","yardsplay_rank","yardsgame_rank","fbs_class"
"344","Mississippi State","fbs","SEC",2021,4242248,"Austin Williams",45,10,11,4.5,37.2945148988661,0.828766997752579,3.72945148988661,419,9.31111111111111,41.9,0.755555555555556,39,45,0.866666666666667,1,0,125,151,120,30,94,222.5,279,279,"P5"
"344","Mississippi State","fbs","SEC",2021,4245147,"Jamire Calvin",27,9,11,3,4.94933411494437,0.183308670923865,0.549926012771596,182,6.74074074074074,20.2222222222222,0.481481481481481,21,27,0.777777777777778,3,0,484,491,474,446,244,497.5,482,524,"P5"
"344","Mississippi State","fbs","SEC",2021,4429059,"Jo'quavious Marks",88,11,11,8,20.4616623585961,0.232518890438592,1.86015112350874,467,5.30681818181818,42.4545454545455,0.534090909090909,79,88,0.897727272727273,3,0,299,346,458,347,54,180,540,269,"P5"
"344","Mississippi State","fbs","SEC",2021,4429153,"Lideatrick Griffin",26,8,11,3.25,7.72145844481173,0.296979170954297,0.965182305601467,229,8.80769230769231,28.625,0.615384615384615,21,26,0.807692307692308,0,0,451,451,433,178,187.5,438,323,432,"P5"
"344","Mississippi State","fbs","SEC",2021,4430325,"Makai Polk",100,10,11,10,42.7682697352673,0.427682697352673,4.27682697352673,771,7.71,77.1,0.61,81,100,0.81,5,0,92,108,353,192,180,59,424,67,"P5"
"344","Mississippi State","fbs","SEC",2021,4566196,"Will Rogers",8,4,11,2,18.5007144361074,2.31258930451342,4.62517860902684,94,11.75,23.5,0.875,8,8,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"344","Mississippi State","fbs","SEC",2021,4578654,"Jaden Walley",49,9,11,5.44444444444444,35.4231808984931,0.72292205915292,3.93590898872145,499,10.1836734693878,55.4444444444444,0.693877551020408,40,49,0.816326530612245,1,0,133,138,167,70,172.5,156,208,155,"P5"
"344","Mississippi State","fbs","SEC",2021,4612266,"Rufus Harvey",3,2,11,1.5,4.53145954985975,1.51048651661992,2.26572977492988,24,8,12,1,3,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"344","Mississippi State","fbs","SEC",2021,4689334,"Malik Heath",40,8,11,5,9.72269595182067,0.243067398795517,1.21533699397758,317,7.925,39.625,0.5,29,40,0.725,2,1,425,422,455,411,355.5,319.5,413,305,"P5"
"344","Mississippi State","fbs","SEC",2021,4689336,"Caleb Ducking",4,1,11,4,7.07244311240616,1.76811077810154,7.07244311240616,99,24.75,99,1,4,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"344","Mississippi State","fbs","SEC",2021,4689338,"Dillon Johnson",59,10,11,5.9,-2.9458768647473,-0.0499301163516491,-0.29458768647473,304,5.15254237288136,30.4,0.457627118644068,53,59,0.898305084745763,1,0,555,554,550,477,53,339.5,548,405,"P5"
"344","Mississippi State","fbs","SEC",2021,4689340,"J.J. Jernighan",11,5,11,2.2,0.136158483815851,0.0123780439832591,0.0272316967631701,65,5.90909090909091,13,0.272727272727273,10,11,0.909090909090909,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"344","Mississippi State","fbs","SEC",2021,4689342,"Omni Wells",1,1,11,1,-0.344901388761023,-0.344901388761023,-0.344901388761023,3,3,3,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"344","Mississippi State","fbs","SEC",2021,4697844,"Rara Thomas",18,5,11,3.6,16.1570202729468,0.897612237385934,3.23140405458936,180,10,36,0.611111111111111,14,18,0.777777777777778,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
