"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2023,4568992,"Ryan O'Keefe",1,1,11,1,-0.469341128703435,-0.469341128703435,-0.469341128703435,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2023,4683159,"Lewis Bond",1,1,11,1,0.907976346956482,0.907976346956482,0.907976346956482,2,2,2,1,1,1,1,1,0,0,0,0.0025,0.0025,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2023,4683501,"Emmett Morehead",29,4,11,7.25,-7.49083504142919,-0.258304656601007,-1.8727087603573,124,4.27586206896552,31,0.344827586206897,15,29,0.517241379310345,0,0,0,0,0,0,29,124,4.27586206896552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2023,4773919,"Thomas Castellanos",257,11,11,23.3636363636364,79.5785356878959,0.309644107735004,7.23441233526327,1930,7.50972762645914,175.454545454545,0.404669260700389,157,257,0.610894941634241,10,0,0,0,0.398760330578512,0.208874458874459,257,1930,7.50972762645914,54,66,43,99,84,70,58,92,70,58,88,90,"P5"
"113","Massachusetts","fbs","FBS Independents",2023,4426430,"Taisun Phommachanh",197,8,11,24.625,32.6556038896741,0.165764486749615,4.08195048620926,1379,7,172.375,0.395939086294416,125,197,0.634517766497462,5,0,0,0,0.359114583333333,0.165745192307692,197,1379,7,97,95,92,104,63,104,79,94,104,79,103,109,"G5"
"113","Massachusetts","fbs","FBS Independents",2023,4572040,"George Johnson",1,1,11,1,1.93035352114399,1.93035352114399,1.93035352114399,5,5,5,1,1,1,1,1,0,0,0,0.00625,0.00625,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2023,4683471,"Brady Olson",2,1,11,2,-1.50755557482017,-0.753777787410084,-1.50755557482017,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2023,4731981,"Carlos Davis",94,4,11,23.5,32.0081919668288,0.340512680498179,8.00204799170719,826,8.78723404255319,206.5,0.457446808510638,59,94,0.627659574468085,4,0,0,0,0.413,0.258125,94,826,8.78723404255319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2023,4870757,"Ahmad Haston",16,3,11,5.33333333333333,9.76195634189516,0.610122271368447,3.25398544729839,176,11,58.6666666666667,0.4375,11,16,0.6875,2,0,0,0,0.0977777777777778,0.0586666666666667,16,176,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"12","Arizona","fbs","Pac-12",2023,4384171,"Tanner McLachlan",1,1,11,1,2.6080441168332,2.6080441168332,2.6080441168332,18,18,18,1,1,1,1,1,0,0,0,0.0225,0.0225,1,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
