"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2016,530463,"Bobby Wolford",1,1,11,1,1.52674575865259,1.52674575865259,1.52674575865259,1,1,1,1,1,1,1,1,0,0,0,0.00125,0.00125,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2016,530944,"Patrick Towles",227,11,11,20.6363636363636,-0.607603872096398,-0.00267666904007224,-0.0552367156451271,1405,6.18942731277533,127.727272727273,0.374449339207048,117,227,0.515418502202643,7,0,0,0,0.279403409090909,0.124179292929293,227,1405,6.18942731277533,111,111,111,104,112,102,101,112,102,101,110,109,"P5"
"103","Boston College","fbs","ACC",2016,3122790,"Darius Wade",14,5,11,2.8,-5.51628696354707,-0.39402049739622,-1.10325739270941,67,4.78571428571429,13.4,0.214285714285714,6,14,0.428571428571429,0,0,0,0,0,0,14,67,4.78571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2016,3929118,"Jeff Smith",1,1,11,1,0.916103875386884,0.916103875386884,0.916103875386884,5,5,5,1,1,1,1,0,0,0,0,0,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2016,3939936,"Davon Jones",2,2,11,1,1.82853268203232,0.914266341016161,0.914266341016161,14,7,7,0.5,1,2,0.5,1,0,0,0,0.00875,0.00583333333333333,2,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","FBS Independents",2016,537087,"Bernard Davis",1,1,11,1,-0.637325932570648,-0.637325932570648,-0.637325932570648,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2016,3116772,"Andrew Ford",313,9,11,34.7777777777778,110.112976698627,0.351798647599446,12.2347751887363,2300,7.3482428115016,255.555555555556,0.466453674121406,197,313,0.629392971246006,23,0,0,0,0.612268518518518,0.459201388888889,313,2300,7.3482428115016,27,11,16,42,29,47,58,26,47,58,24,13,"G5"
"113","Massachusetts","fbs","FBS Independents",2016,3125927,"Ross Comis",62,4,11,15.5,-3.24068003710686,-0.0522690328565622,-0.810170009276715,370,5.96774193548387,92.5,0.32258064516129,28,62,0.451612903225806,1,0,0,0,0.115625,0.04625,62,370,5.96774193548387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2016,3125943,"Andrew Libby",1,1,11,1,-2.55502763315676,-2.55502763315676,-2.55502763315676,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2016,3125956,"Randall West",4,1,11,4,0.0773141125832558,0.019328528145814,0.0773141125832558,36,9,36,0.5,2,4,0.5,0,0,0,0,0,0,4,36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"12","Arizona","fbs","Pac-12",2016,552092,"Nate Phillips",1,1,9,1,5.41337791011341,5.41337791011341,5.41337791011341,64,64,64,1,1,1,1,1,0,0,0,0.08,0.08,1,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2016,552097,"Anu Solomon",27,3,9,9,8.07989540694304,0.299255385442335,2.69329846898101,204,7.55555555555556,68,0.407407407407407,15,27,0.555555555555556,1,0,0,0,0.085,0.0425,27,204,7.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2016,3133993,"Brandon Dawkins",123,8,9,15.375,20.5398388070372,0.166990559406807,2.56747985087965,939,7.63414634146341,117.375,0.422764227642276,71,123,0.577235772357724,6,0,0,0,0.251517857142857,0.125758928571429,123,939,7.63414634146341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2016,3134011,"Zach Werlinger",5,1,9,5,-3.77392057557338,-0.754784115114676,-3.77392057557338,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
