"pctile","GEI","EPAplay","pass_success","rush_success","early_down_success","early_down_EPA","late_down_success","success","yardsplay","dropbacks","rushes","EPAdropback","EPArush","yardsdropback","pass_explosive","rush_explosive","explosive","third_down_success","red_zone_success","play_stuffed","nonExplosiveEpaPerPlay","havoc","yardsrush","lineyards","opportunity_run","third_down_distance"
0.01,1.21329829583832,-0.528909287504066,0.028515873015873,0.046728078358209,0.1903861003861,-0.563212996101212,0.125,0.222032520325203,2.05159502262443,7.93,17,-0.93542286547941,-0.631315156685263,1.22983277591973,0,0,0.0142446183953033,0.0903787878787879,0,0.141137867647059,-0.782074060334544,0.0352098930481283,1.71386904761905,-0.019361111111111,0.065774374460742,4
0.02,1.32829034277923,-0.459136670962667,0.0452673796791444,0.0654678362573099,0.226415094339623,-0.489142635522038,0.153846153846154,0.244814363968351,2.53351428571429,10,18,-0.771145784650397,-0.544356682391531,1.8038198757764,0,0,0.01781328320802,0.133333333333333,0,0.16204010462075,-0.726014631384863,0.0468241279069767,1.97105357142857,0.271645454545455,0.083062015503876,4.31182692307692
0.03,1.4321703054833,-0.423776264410471,0.060127674878619,0.078125,0.244802721088435,-0.424860056780044,0.166666666666667,0.256532687651332,2.83279487179487,12.79,20,-0.702499533524676,-0.501410440642736,2.22055555555556,0,0,0.0234158215010142,0.153846153846154,0,0.17206055508831,-0.676859165269095,0.0547422166874222,2.2401014198783,0.402194444444445,0.0909090909090909,4.5
0.04,1.52084230592993,-0.386830374448988,0.0679817351598173,0.0833333333333333,0.25520233625365,-0.401366340952554,0.1875,0.26530612244898,3.01784946236559,15,20,-0.639294814241355,-0.453691147510049,2.6033488372093,0,0,0.0284587525150905,0.166666666666667,0,0.180173144225456,-0.646238793351072,0.0588235294117647,2.36064171122995,0.511452631578947,0.100911392405063,4.69490196078431
0.05,1.59809069722728,-0.359457269086143,0.0777043269230769,0.0905011655011655,0.265096038415366,-0.371910812008477,0.2,0.275862068965517,3.14749331550802,16,21,-0.606220105761465,-0.425020770639364,2.77777777777778,0,0,0.0306060606060606,0.181818181818182,0.0714285714285714,0.191511466830845,-0.625856432856348,0.0634217400040185,2.51768219832736,0.613072916666667,0.111111111111111,4.84615384615385
0.06,1.67223338158428,-0.336963454699152,0.0828538812785388,0.0957692307692308,0.272727272727273,-0.35134505567628,0.214285714285714,0.286849315068493,3.27311111111111,17,22,-0.582303923039358,-0.394389951004528,2.94547368421053,0.0117647058823529,0,0.0325647805393972,0.2,0.111111111111111,0.2,-0.614129569308886,0.0675675675675676,2.63509090909091,0.69248115942029,0.11636231884058,5
0.07,1.7549715079969,-0.317515005401405,0.0901136363636364,0.102307692307692,0.278882958444529,-0.333589205934521,0.222222222222222,0.296296296296296,3.40220121686223,18,22,-0.544567103200144,-0.369039843207998,3.12416879795396,0.0125,0,0.0357142857142857,0.2,0.125,0.206842818428184,-0.595695193401378,0.0703014578700272,2.7391512605042,0.720769230769231,0.121212121212121,5.05412280701754
0.08,1.8227737262067,-0.306311482921514,0.0955251141552511,0.106666666666667,0.28278917145201,-0.319089973866201,0.235294117647059,0.303268398268398,3.55801350048216,19,23,-0.52485495326583,-0.354550390143224,3.28571428571429,0.0128937728937729,0,0.0384615384615385,0.214285714285714,0.14989010989011,0.212654545454545,-0.580030675194051,0.0734538586076633,2.83927741935484,0.77,0.125,5.10783625730994
0.09,1.91824693050466,-0.297630516714552,0.101333700238488,0.10958904109589,0.288888888888889,-0.301244910872146,0.25,0.307692307692308,3.65114583333333,19.37,23,-0.491265411930611,-0.337519750460977,3.37602777777778,0.0133333333333333,0,0.0402,0.230769230769231,0.166666666666667,0.216216216216216,-0.5650652088384,0.0778311688311688,2.95654545454545,0.806781395348837,0.130698503207413,5.18392045454545
0.1,1.96533904184759,-0.283550833135435,0.103977272727273,0.112676056338028,0.295454545454545,-0.291131375715905,0.25,0.3125,3.73658925318761,20,24,-0.470384294978351,-0.324213176336316,3.54054054054054,0.0136986301369863,0,0.0416666666666667,0.235294117647059,0.180748663101604,0.220588235294118,-0.553599149621578,0.0801379310344828,3.03212669683258,0.84,0.134615384615385,5.255
0.11,2.01920314932398,-0.273499416858064,0.10915625,0.115384615384615,0.301656184486373,-0.279110357326588,0.263157894736842,0.316666666666667,3.83683374844334,21,24,-0.446581766985714,-0.30957598215945,3.66666666666667,0.0141307847082495,0.0105263157894737,0.0434782608695652,0.25,0.2,0.227272727272727,-0.545331600216512,0.0821917808219178,3.11430555555556,0.897574332171893,0.138559829059829,5.33333333333333
