"pctile","GEI","EPAplay","pass_success","rush_success","early_down_success","early_down_EPA","late_down_success","success","yardsplay","dropbacks","rushes","EPAdropback","EPArush","yardsdropback","pass_explosive","rush_explosive","explosive","third_down_success","red_zone_success","play_stuffed","nonExplosiveEpaPerPlay","havoc","yardsrush","lineyards","opportunity_run","third_down_distance"
0.01,1.33583697433141,-0.497844777765891,0.0463554321416175,0.0578964803312629,0.214285714285714,-0.519647224858083,0.111111111111111,0.233263565891473,2.91751509922347,10,15,-0.858248013492978,-0.600949786505821,0,0,0,0.0163696456901111,0.0991818181818182,0,0.118554336989033,-0.761058101122176,0.0124861111111111,1.87056818181818,0.313801242236025,0,4.075625
0.02,1.45226551474076,-0.43891412621526,0.0648596564725597,0.0727272727272727,0.235068836045056,-0.452782412006543,0.148714285714286,0.253771209633279,3.23372596153846,13,17,-0.741767253433072,-0.50049119441242,0.111818181818182,0,0,0.0207568027210884,0.131833333333333,0,0.142455357142857,-0.686734784300658,0.0149253731343284,2.15955555555556,0.508605911330049,0.0453605769230769,4.31025
0.03,1.57173914634869,-0.401708361868522,0.0802995391705069,0.0810810810810811,0.248893442622951,-0.407919500596241,0.176470588235294,0.27231124807396,3.48228538812785,15,18,-0.648715889016038,-0.459562128323156,1.7375,0,0,0.0272972972972973,0.153846153846154,0,0.157450657894737,-0.661591875859571,0.0171624780829924,2.52291005291005,0.707114285714286,0.0743305531167691,4.5
0.04,1.66956218886675,-0.379196789606469,0.0859041211101766,0.0857142857142857,0.257732718894009,-0.381210189685586,0.196571428571429,0.27966511627907,3.65663700234192,16,19,-0.624005839714693,-0.421622745667552,2.30278260869565,0,0,0.0307692307692308,0.166666666666667,0,0.169014084507042,-0.638356105659741,0.0280281690140845,2.66378881987578,0.776681481481482,0.0890781387181738,4.61538461538461
0.05,1.74411322287974,-0.350396324418912,0.0909090909090909,0.0909090909090909,0.26530612244898,-0.361292813784567,0.214285714285714,0.288461538461538,3.76253731343284,17,19,-0.56997785150353,-0.397988755420103,2.55627586206897,0,0,0.032258064516129,0.181818181818182,0,0.178052995391705,-0.611878104283769,0.0303030303030303,2.79,0.864790322580645,0.10238035892323,4.76527777777778
0.06,1.83214088259996,-0.326648842262841,0.1,0.0962604263206673,0.272727272727273,-0.33661802010151,0.222222222222222,0.294117647058824,3.88888888888889,18,20,-0.543981081718407,-0.371195341387603,2.86350230414747,0,0,0.0344827586206897,0.1875,0,0.184877492877493,-0.595262831513005,0.03416715371128,2.8853605015674,0.93552,0.109106611078023,4.92307692307692
0.07,1.88502355936619,-0.307899490362875,0.103448275862069,0.1,0.27906976744186,-0.319469300004773,0.232443438914027,0.298245614035088,3.94557142857143,18.37,21,-0.505178745788788,-0.35413617716263,3.05132142857143,0.0128205128205128,0,0.0363636363636364,0.2,0.0833333333333333,0.190735294117647,-0.577153238413465,0.0378242178170528,3,0.976242946708464,0.113606469002695,5
0.08,2.05896272714028,-0.293946109692371,0.107142857142857,0.103649425287356,0.285714285714286,-0.306346303123384,0.25,0.30188679245283,4.0486092014807,19,21,-0.48847076755217,-0.33376713223841,3.18690909090909,0.0135135135135135,0,0.0384615384615385,0.214285714285714,0.111111111111111,0.197183098591549,-0.566494676675934,0.0406177606177606,3.05203007518797,1.01394285714286,0.120835945663532,5.1
0.09,2.17307358173791,-0.277658054064847,0.111111111111111,0.107692307692308,0.291666666666667,-0.291040303896243,0.25,0.306451612903226,4.11365940511102,20,22,-0.466552722599063,-0.311859934902304,3.33333333333333,0.0140845070422535,0,0.0405929398786542,0.222222222222222,0.125,0.200550724637681,-0.541606741708958,0.0434782608695652,3.17516624040921,1.06525,0.125431818181818,5.17748663101604
0.1,2.25245269279585,-0.261364315058852,0.114817150063052,0.112517605633803,0.297872340425532,-0.271892799440473,0.25,0.313725490196078,4.17249571917808,20,22,-0.445419278918462,-0.29403051965941,3.50185185185185,0.0142857142857143,0,0.0416666666666667,0.230769230769231,0.142857142857143,0.206896551724138,-0.531915568660466,0.0454545454545455,3.25,1.09689655172414,0.12965367965368,5.23076923076923
0.11,2.31916303973942,-0.252278558201415,0.11864406779661,0.114754098360656,0.301891180342255,-0.259057993383647,0.269265734265734,0.316666666666667,4.24697609001406,21,23,-0.421676713272153,-0.282190003486349,3.6572380952381,0.0149253731343284,0,0.0428571428571429,0.230814479638009,0.142857142857143,0.210526315789474,-0.519401970017876,0.0468824404761905,3.3445150862069,1.12121212121212,0.135135135135135,5.28571428571429
0.12,2.3900025560462,-0.24198306678992,0.12280701754386,0.118564307078764,0.305555555555556,-0.243611516244723,0.277777777777778,0.321428571428571,4.28936663693131,21,23,-0.393565341857998,-0.266676282548549,3.78222222222222,0.0156057692307692,0,0.0440664961636829,0.25,0.166666666666667,0.213333333333333,-0.510004042958042,0.0493827160493827,3.4,1.14941062801932,0.140322807017544,5.35680672268908
0.13,2.48625306975964,-0.227793102744233,0.126730254947406,0.121621621621622,0.309090909090909,-0.236261093617971,0.285714285714286,0.323943661971831,4.34966557017544,22,23,-0.368480718017963,-0.255377660295118,3.9047619047619,0.0158730158730159,0.0123200843119542,0.0447761194029851,0.25,0.166666666666667,0.217391304347826,-0.498968563277585,0.0524773139745917,3.46153846153846,1.17237046861185,0.145161290322581,5.4
0.14,2.54995498796697,-0.213172816466611,0.129313092979127,0.125,0.3125,-0.231489132365881,0.293480392156863,0.328125,4.41203571428571,22,24,-0.349705257909213,-0.243099640731803,4,0.0161290322580645,0.012987012987013,0.0461538461538462,0.259736842105263,0.181818181818182,0.220729564553094,-0.491462318679438,0.0545454545454545,3.50658536585366,1.19551263902932,0.15,5.45191919191919
0.15,2.60386361795361,-0.202959800159656,0.132255826859046,0.129032258064516,0.315789473684211,-0.223121462540916,0.297941176470588,0.333333333333333,4.45572947000582,23,24,-0.339348326624807,-0.232702482708657,4.0807027027027,0.0163934426229508,0.0133333333333333,0.046875,0.266666666666667,0.2,0.224137931034483,-0.483310486389722,0.0563380281690141,3.56153846153846,1.22436339522546,0.15269538606403,5.47058823529412
0.16,2.70301234616579,-0.194641852164936,0.134906444906445,0.131857000993049,0.32,-0.217220576146483,0.3,0.337944423296536,4.5,23,25,-0.322666576243951,-0.227156715019946,4.185,0.0169491525423729,0.0136986301369863,0.0483870967741935,0.272727272727273,0.2,0.227272727272727,-0.471741022851998,0.0594719471947195,3.60542857142857,1.25662745098039,0.155172413793103,5.53846153846154
