"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2020,4239938,"CJ Lewis",1,1,11,1,4.05936222538075,4.05936222538075,4.05936222538075,18,18,18,1,1,1,1,1,0,0,0,0.0225,0.0225,1,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2020,4239939,"Dennis Grosel",51,3,11,17,40.4458661845838,0.793056199697722,13.4819553948613,568,11.1372549019608,189.333333333333,0.549019607843137,37,51,0.725490196078431,6,0,0,0,0.405714285714286,0.315555555555556,51,568,11.1372549019608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2020,4372768,"Phil Jurkovec",329,10,11,32.9,105.073237770308,0.319371543374797,10.5073237770308,2204,6.69908814589666,220.4,0.474164133738602,205,329,0.623100303951368,14,0,0,0,0.514266666666667,0.321416666666667,329,2204,6.69908814589666,13,39,43,47,70,13,89,48,13,89,46,54,"P5"
"103","Boston College","fbs","ACC",2020,4429615,"Zay Flowers",1,1,11,1,2.17007062300264,2.17007062300264,2.17007062300264,11,11,11,1,1,1,1,1,0,0,0,0.01375,0.01375,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","FBS Independents",2020,4051777,"Mike Fallon",11,1,4,11,-1.62506407460516,-0.147733097691378,-1.62506407460516,41,3.72727272727273,41,0.181818181818182,7,11,0.636363636363636,0,0,0,0,0,0,11,41,3.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2020,4361714,"Josiah Johnson",8,1,4,8,2.64239033416055,0.330298791770069,2.64239033416055,39,4.875,39,0.375,6,8,0.75,0,0,0,0,0,0,8,39,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2020,4361727,"Evan Deckers",1,1,4,1,-1.79430423887115,-1.79430423887115,-1.79430423887115,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2020,4427118,"Garrett Dzuro",34,3,4,11.3333333333333,3.94004786935024,0.115883760863242,1.31334928978341,220,6.47058823529412,73.3333333333333,0.352941176470588,15,34,0.441176470588235,0,0,0,0,0,0,34,220,6.47058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2020,4431031,"Jared Cole",1,1,4,1,1.55705930495076,1.55705930495076,1.55705930495076,25,25,25,1,1,1,1,0,0,0,0,0,0,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2020,4431207,"Will Koch",39,2,4,19.5,-5.62621393436621,-0.14426189575298,-2.8131069671831,166,4.25641025641026,83,0.333333333333333,24,39,0.615384615384615,1,0,0,0,0.10375,0.0691666666666667,39,166,4.25641025641026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
