type,region,viewer_index,cycle,target_label,target_url,game_id,request_start_ms,request_started_at,request_started_at_offset_ms,status,ttfb_ms,total_ms,body_bytes,body_hash_short,cf_cache_status,cf_ray,age,cache_control,server,server_timing,x_worker_cache,x_arch,x_replay_play_index,x_upstream_cache,content_encoding
request,ca-central-1,2,0,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435926886,2026-05-10 17:58:46.886000+00:00,1623,200,472.36,513.76,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,9,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435927607,2026-05-10 17:58:47.607000+00:00,2344,200,472.97,493.84,435378,5e24b0a436d3,,9f9ad58468d5d15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=47, percentiles;dur=27, render;dur=0, total;dur=90, cfEdge;dur=183,cfOrigin;dur=0,cfWorker;dur=137",,baseline,,,br
request,ca-central-1,3,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435928891,2026-05-10 17:58:48.891000+00:00,3628,200,28.17,168.22,435378,5e24b0a436d3,HIT,9f9ad58b99e9d15b-EWR,0,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=5,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,8,0,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435929496,2026-05-10 17:58:49.496000+00:00,4233,200,127.1,128.14,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,16,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435931136,2026-05-10 17:58:51.136000+00:00,5873,200,150.82,162.66,485937,7b94d0e4f34e,,9f9ad599abeed15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=51, percentiles;dur=50, render;dur=0, total;dur=101, cfEdge;dur=10,cfOrigin;dur=0,cfWorker;dur=120",,tiered,,HIT,br
request,ca-central-1,7,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435932170,2026-05-10 17:58:52.170000+00:00,6907,200,73.5,89.17,485937,7b94d0e4f34e,,9f9ad5a01b1dd15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=7, percentiles;dur=4, render;dur=0, total;dur=11, cfEdge;dur=13,cfOrigin;dur=0,cfWorker;dur=40",,tiered,,HIT,br
request,ca-central-1,1,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435933242,2026-05-10 17:58:53.242000+00:00,7979,200,57.71,77.31,485937,7b94d0e4f34e,,9f9ad5a6cb47d15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=7, percentiles;dur=3, render;dur=0, total;dur=10, cfEdge;dur=11,cfOrigin;dur=0,cfWorker;dur=26",,tiered,,HIT,br
request,ca-central-1,5,0,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435937192,2026-05-10 17:58:57.192000+00:00,11929,200,188.64,226.65,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,13,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435937226,2026-05-10 17:58:57.226000+00:00,11963,200,69.54,194.83,485937,7b94d0e4f34e,,9f9ad5bfbabcd15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=5, render;dur=0, total;dur=11, cfEdge;dur=10,cfOrigin;dur=0,cfWorker;dur=38",,tiered,,HIT,br
request,ca-central-1,14,0,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435937558,2026-05-10 17:58:57.558000+00:00,12295,200,135.88,136.98,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,15,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435939282,2026-05-10 17:58:59.282000+00:00,14019,200,30.83,34.05,435378,5e24b0a436d3,HIT,9f9ad5cc8ab6d15b-EWR,11,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=5,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,10,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435941454,2026-05-10 17:59:01.454000+00:00,16191,200,70.54,73.54,485937,7b94d0e4f34e,,9f9ad5da2c42d15b-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=7, percentiles;dur=4, render;dur=0, total;dur=11, cfEdge;dur=11,cfOrigin;dur=0,cfWorker;dur=38",,tiered,,HIT,br
request,ca-central-1,12,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435945652,2026-05-10 17:59:05.652000+00:00,20389,200,183.14,189.15,435378,5e24b0a436d3,HIT,9f9ad5f4889c60cb-EWR,17,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=14, cfCacheStatus;desc=""HIT"", cfEdge;dur=111,cfOrigin;dur=0,cfWorker;dur=18",HIT,baseline,,,br
request,ca-central-1,6,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435949543,2026-05-10 17:59:09.543000+00:00,24280,200,31.22,38.0,435378,5e24b0a436d3,HIT,9f9ad60ca94260cb-EWR,21,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=5,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,4,0,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435952326,2026-05-10 17:59:12.326000+00:00,27063,200,92.5,135.02,485937,7b94d0e4f34e,,9f9ad61e1f5860cb-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=24, percentiles;dur=5, render;dur=0, total;dur=29, cfEdge;dur=10,cfOrigin;dur=0,cfWorker;dur=61",,tiered,,HIT,br
request,ca-central-1,0,0,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435952959,2026-05-10 17:59:12.959000+00:00,27696,200,29.51,40.86,435378,5e24b0a436d3,HIT,9f9ad622086b60cb-EWR,24,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=4,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,11,0,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435954572,2026-05-10 17:59:14.572000+00:00,29309,200,186.3,187.35,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,2,1,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435954862,2026-05-10 17:59:14.862000+00:00,29599,200,161.33,162.13,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,8,1,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435958229,2026-05-10 17:59:18.229000+00:00,32966,200,156.37,157.19,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,16,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435960836,2026-05-10 17:59:20.836000+00:00,35573,200,336.47,365.23,571981,7b94d0e4f34e,,9f9ad653785f7274-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=96, percentiles;dur=4, render;dur=0, total;dur=100, cfEdge;dur=135,cfOrigin;dur=0,cfWorker;dur=146",,tiered,,EXPIRED,br
request,ca-central-1,1,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435961052,2026-05-10 17:59:21.052000+00:00,35789,200,321.04,326.68,571981,7b94d0e4f34e,,9f9ad654cb83c34a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=56, percentiles;dur=3, render;dur=0, total;dur=59, cfEdge;dur=155,cfOrigin;dur=0,cfWorker;dur=109",,tiered,,HIT,br
request,ca-central-1,9,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435961328,2026-05-10 17:59:21.328000+00:00,36065,200,303.78,310.98,530461,5e24b0a436d3,,9f9ad6565a187274-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=238, percentiles;dur=4, render;dur=0, total;dur=251, cfEdge;dur=8,cfOrigin;dur=0,cfWorker;dur=270",,baseline,,,br
request,ca-central-1,3,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435961578,2026-05-10 17:59:21.578000+00:00,36315,200,303.64,308.11,530461,5e24b0a436d3,,9f9ad657ede2c34a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=238, percentiles;dur=2, render;dur=0, total;dur=247, cfEdge;dur=9,cfOrigin;dur=0,cfWorker;dur=269",,baseline,,,br
request,ca-central-1,13,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435963807,2026-05-10 17:59:23.807000+00:00,38544,200,62.64,71.45,571981,7b94d0e4f34e,,9f9ad665db5f7274-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=4, render;dur=0, total;dur=10, cfEdge;dur=11,cfOrigin;dur=0,cfWorker;dur=26",,tiered,,HIT,br
request,ca-central-1,7,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435964985,2026-05-10 17:59:24.985000+00:00,39722,200,86.61,94.52,571981,7b94d0e4f34e,,9f9ad66d3f787274-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=3, render;dur=0, total;dur=9, cfEdge;dur=14,cfOrigin;dur=0,cfWorker;dur=48",,tiered,,HIT,br
request,ca-central-1,5,1,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435965957,2026-05-10 17:59:25.957000+00:00,40694,200,213.61,214.39,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,15,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435969202,2026-05-10 17:59:29.202000+00:00,43939,200,71.42,76.93,530461,5e24b0a436d3,HIT,9f9ad687ba8b80df-EWR,7,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=14,cfOrigin;dur=0,cfWorker;dur=5",HIT,baseline,,,br
request,ca-central-1,10,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435972146,2026-05-10 17:59:32.146000+00:00,46883,200,62.18,72.42,571981,7b94d0e4f34e,,9f9ad699fa6880df-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=7, percentiles;dur=4, render;dur=0, total;dur=11, cfEdge;dur=9,cfOrigin;dur=0,cfWorker;dur=29",,tiered,,HIT,br
request,ca-central-1,14,1,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435972407,2026-05-10 17:59:32.407000+00:00,47144,200,185.81,186.56,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,4,1,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435978049,2026-05-10 17:59:38.049000+00:00,52786,200,134.0,151.77,571981,7b94d0e4f34e,,9f9ad6bf0b3e0cc6-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=8, percentiles;dur=4, render;dur=0, total;dur=12, cfEdge;dur=23,cfOrigin;dur=0,cfWorker;dur=57",,tiered,,HIT,br
request,ca-central-1,12,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435978131,2026-05-10 17:59:38.131000+00:00,52868,200,188.74,247.72,530461,5e24b0a436d3,HIT,9f9ad6bf888d9187-EWR,16,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=14, cfCacheStatus;desc=""HIT"", cfEdge;dur=120,cfOrigin;dur=0,cfWorker;dur=17",HIT,baseline,,,br
request,ca-central-1,8,2,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435984124,2026-05-10 17:59:44.124000+00:00,58861,200,205.3,206.16,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,2,2,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435984354,2026-05-10 17:59:44.354000+00:00,59091,200,146.85,147.56,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,6,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435984530,2026-05-10 17:59:44.530000+00:00,59267,200,175.56,190.88,530461,5e24b0a436d3,HIT,9f9ad6e78aeeaa2a-EWR,22,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=12, cfCacheStatus;desc=""HIT"", cfEdge;dur=108,cfOrigin;dur=0,cfWorker;dur=15",HIT,baseline,,,br
request,ca-central-1,11,1,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435985866,2026-05-10 17:59:45.866000+00:00,60603,200,171.82,172.54,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,0,1,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435987316,2026-05-10 17:59:47.316000+00:00,62053,200,29.78,33.77,530461,5e24b0a436d3,HIT,9f9ad6f8ce84aa2a-EWR,25,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=4,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,3,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435988083,2026-05-10 17:59:48.083000+00:00,62820,200,31.69,55.61,530461,5e24b0a436d3,HIT,9f9ad6fd88c4aa2a-EWR,26,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=6, cfCacheStatus;desc=""HIT"", cfEdge;dur=4,cfOrigin;dur=0,cfWorker;dur=5",HIT,baseline,,,br
request,ca-central-1,1,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435989645,2026-05-10 17:59:49.645000+00:00,64382,200,194.25,213.22,571981,7b94d0e4f34e,,9f9ad7075db5aa2a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=80, percentiles;dur=46, render;dur=0, total;dur=126, cfEdge;dur=8,cfOrigin;dur=0,cfWorker;dur=161",,tiered,,HIT,br
request,ca-central-1,9,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778435991563,2026-05-10 17:59:51.563000+00:00,66300,200,29.65,32.87,530461,5e24b0a436d3,HIT,9f9ad713480faa2a-EWR,29,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=3, cfCacheStatus;desc=""HIT"", cfEdge;dur=4,cfOrigin;dur=0,cfWorker;dur=3",HIT,baseline,,,br
request,ca-central-1,13,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435992940,2026-05-10 17:59:52.940000+00:00,67677,200,98.27,119.49,676288,7b94d0e4f34e,,9f9ad71beb7baa2a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=45, percentiles;dur=2, render;dur=0, total;dur=47, cfEdge;dur=9,cfOrigin;dur=0,cfWorker;dur=66",,tiered,,EXPIRED,br
request,ca-central-1,5,2,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778435993758,2026-05-10 17:59:53.758000+00:00,68495,200,187.83,188.5,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,16,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435995711,2026-05-10 17:59:55.711000+00:00,70448,200,67.09,70.6,676288,7b94d0e4f34e,,9f9ad72d3ba7aa2a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=3, render;dur=0, total;dur=9, cfEdge;dur=6,cfOrigin;dur=0,cfWorker;dur=36",,tiered,,HIT,br
request,ca-central-1,7,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778435997967,2026-05-10 17:59:57.967000+00:00,72704,200,63.97,151.53,676288,7b94d0e4f34e,,9f9ad73b5bf4aa2a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=5, percentiles;dur=3, render;dur=0, total;dur=8, cfEdge;dur=10,cfOrigin;dur=0,cfWorker;dur=30",,tiered,,HIT,br
request,ca-central-1,15,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436001530,2026-05-10 18:00:01.530000+00:00,76267,200,153.14,156.25,648629,5e24b0a436d3,,9f9ad7519fd5aa2a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=71, percentiles;dur=29, render;dur=0, total;dur=103, cfEdge;dur=9,cfOrigin;dur=0,cfWorker;dur=118",,baseline,,,br
request,ca-central-1,14,2,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436002247,2026-05-10 18:00:02.247000+00:00,76984,200,205.37,206.12,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,10,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436006408,2026-05-10 18:00:06.408000+00:00,81145,200,121.05,131.36,676288,7b94d0e4f34e,,9f9ad7704a79e222-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=7, percentiles;dur=4, render;dur=0, total;dur=11, cfEdge;dur=13,cfOrigin;dur=0,cfWorker;dur=55",,tiered,,HIT,br
request,ca-central-1,12,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436007698,2026-05-10 18:00:07.698000+00:00,82435,200,29.32,40.59,648629,5e24b0a436d3,HIT,9f9ad7782e98e222-EWR,6,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=5,cfOrigin;dur=0,cfWorker;dur=5",HIT,baseline,,,br
request,ca-central-1,8,3,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436011457,2026-05-10 18:00:11.457000+00:00,86194,200,423.18,423.9,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,4,2,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436012848,2026-05-10 18:00:12.848000+00:00,87585,200,339.72,351.16,676288,7b94d0e4f34e,,9f9ad7988f3a5e82-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=65, percentiles;dur=4, render;dur=0, total;dur=69, cfEdge;dur=163,cfOrigin;dur=0,cfWorker;dur=120",,tiered,,HIT,br
request,ca-central-1,0,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436014244,2026-05-10 18:00:14.244000+00:00,88981,200,40.58,44.37,648629,5e24b0a436d3,HIT,9f9ad7a11db45e82-EWR,12,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=8, cfCacheStatus;desc=""HIT"", cfEdge;dur=7,cfOrigin;dur=0,cfWorker;dur=9",HIT,baseline,,,br
request,ca-central-1,11,2,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436014406,2026-05-10 18:00:14.406000+00:00,89143,200,158.73,160.08,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,6,2,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436014699,2026-05-10 18:00:14.699000+00:00,89436,200,30.87,37.89,648629,5e24b0a436d3,HIT,9f9ad7a3efdb5e82-EWR,13,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=6,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,2,3,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436016697,2026-05-10 18:00:16.697000+00:00,91434,200,275.0,275.87,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,1,3,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436019644,2026-05-10 18:00:19.644000+00:00,94381,200,252.6,295.06,676288,7b94d0e4f34e,,9f9ad7c30cc4d123-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=35, percentiles;dur=4, render;dur=0, total;dur=39, cfEdge;dur=115,cfOrigin;dur=0,cfWorker;dur=82",,tiered,,HIT,br
request,ca-central-1,3,3,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436020534,2026-05-10 18:00:20.534000+00:00,95271,200,33.35,44.37,648629,5e24b0a436d3,HIT,9f9ad7c86961d123-EWR,18,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=4, cfCacheStatus;desc=""HIT"", cfEdge;dur=5,cfOrigin;dur=0,cfWorker;dur=4",HIT,baseline,,,br
request,ca-central-1,5,3,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436020635,2026-05-10 18:00:20.635000+00:00,95372,200,177.37,182.29,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,13,3,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436021130,2026-05-10 18:00:21.130000+00:00,95867,200,76.54,80.08,676288,7b94d0e4f34e,,9f9ad7cc19ecd123-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=4, render;dur=0, total;dur=10, cfEdge;dur=6,cfOrigin;dur=0,cfWorker;dur=28",,tiered,,HIT,br
request,ca-central-1,9,3,A,https://sports.unseen-university.org/cfb/game/401520434?replay=1778435925&replay_duration=850&arch=baseline,401520434,1778436024643,2026-05-10 18:00:24.643000+00:00,99380,200,30.97,55.24,648629,5e24b0a436d3,HIT,9f9ad7e20bccd123-EWR,22,"public, max-age=14400, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"total;dur=3, cfCacheStatus;desc=""HIT"", cfEdge;dur=4,cfOrigin;dur=0,cfWorker;dur=3",HIT,baseline,,,br
request,ca-central-1,16,3,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436026951,2026-05-10 18:00:26.951000+00:00,101688,200,135.23,149.9,766450,7b94d0e4f34e,,9f9ad7f07d78d123-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=70, percentiles;dur=5, render;dur=0, total;dur=75, cfEdge;dur=7,cfOrigin;dur=0,cfWorker;dur=107",,tiered,,EXPIRED,br
request,ca-central-1,7,3,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436029470,2026-05-10 18:00:29.470000+00:00,104207,200,68.52,169.47,766450,7b94d0e4f34e,,9f9ad8003a72d123-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=4, render;dur=0, total;dur=10, cfEdge;dur=7,cfOrigin;dur=0,cfWorker;dur=36",,tiered,,HIT,br
request,ca-central-1,14,3,D,https://gameonpaper.com/cfb/game/401628329,401628329,1778436030988,2026-05-10 18:00:30.988000+00:00,105725,200,191.19,192.01,5140,1243dbf05163,,,,,Apache/2.4.41 (Ubuntu),,,,,,gzip
request,ca-central-1,10,3,B,https://sports.unseen-university.org/cfb/game/401403910?replay=1778435925&replay_duration=850&arch=tiered,401403910,1778436034860,2026-05-10 18:00:34.860000+00:00,109597,200,96.67,160.37,766450,7b94d0e4f34e,,9f9ad8221c624f3a-EWR,,"public, max-age=30, s-maxage=30, stale-while-revalidate=60, stale-if-error=86400",cloudflare,"loadtest_pbp;dur=6, percentiles;dur=2, render;dur=0, total;dur=8, cfEdge;dur=11,cfOrigin;dur=0,cfWorker;dur=29",,tiered,,HIT,br
