"team_id","pos_team","division","conference","season","player_id","receiver_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","targets","catchpct","passing_td","fumbles","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","catchpct_rank","yards_rank","yardsplay_rank","yardsgame_rank","fbs_class"
"2050","Ball State","fbs","Mid-American",2017,546005,"Jack Milas",2,1,11,2,9.65178160190185,4.82589080095092,9.65178160190185,58,29,58,1,2,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,546006,"David Moore",1,1,11,1,-1.73527696095944,-1.73527696095944,-1.73527696095944,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3125724,"Jordan Hogue",2,1,11,2,2.80194231804044,1.40097115902022,2.80194231804044,16,8,16,0.5,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3125731,"Corey Lacanaria",14,3,11,4.66666666666667,3.84427994441997,0.274591424601427,1.28142664813999,89,6.35714285714286,29.6666666666667,0.571428571428571,10,14,0.714285714285714,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3125736,"Devin Reece",5,3,11,1.66666666666667,-2.42481926325878,-0.484963852651757,-0.808273087752928,19,3.8,6.33333333333333,0.2,3,5,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3915457,"Malik Dunner",28,10,11,2.8,-9.17356246758476,-0.32762723098517,-0.917356246758476,111,3.96428571428571,11.1,0.25,16,28,0.571428571428571,0,0,610,602,609,610.5,525.5,605.5,610,610,"G5"
"2050","Ball State","fbs","Mid-American",2017,3915459,"James Gilbert",2,2,11,1,-1.114139105848,-0.557069552924002,-0.557069552924002,7,3.5,3.5,0.5,1,2,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3915470,"Danny Pinter",8,5,11,1.6,-1.12044509174784,-0.14005563646848,-0.224089018349569,33,4.125,6.6,0.25,5,8,0.625,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3915473,"Kyle Schrank",2,2,11,1,-1.36713405238867,-0.683567026194337,-0.683567026194337,8,4,4,0,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,3920764,"Riley Miller",44,10,11,4.4,20.6213777618982,0.468667676406777,2.06213777618982,261,5.93181818181818,26.1,0.522727272727273,27,44,0.613636363636364,1,0,225,244,234,279.5,438,415,535,468.5,"G5"
"2050","Ball State","fbs","Mid-American",2017,4039198,"Nolan Givan",35,10,11,3.5,-6.15321765269879,-0.175806218648537,-0.615321765269879,139,3.97142857142857,13.9,0.371428571428571,22,35,0.628571428571429,2,0,598,592,594,559,408,582,609,602,"G5"
"2050","Ball State","fbs","Mid-American",2017,4047727,"Keidren Davis",4,3,11,1.33333333333333,-0.0341530082386126,-0.00853825205965314,-0.0113843360795375,20,5,6.66666666666667,0.5,3,4,0.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4047738,"Cody Rudy",3,3,11,1,-0.0636921960343414,-0.0212307320114471,-0.0212307320114471,16,5.33333333333333,5.33333333333333,0.333333333333333,2,3,0.666666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244719,"Antwan Davis",29,6,11,4.83333333333333,-7.6408201864635,-0.263476558153914,-1.27347003107725,143,4.93103448275862,23.8333333333333,0.379310344827586,13,29,0.448275862068966,0,1,605,611,604,552,612,579.5,592,506.5,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244722,"Luke Endsley",2,2,11,1,1.05776031606414,0.528880158032071,0.528880158032071,12,6,6,0.5,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244727,"Justin Hall",105,11,11,9.54545454545454,21.6120732230203,0.205829268790669,1.96473392936548,671,6.39047619047619,61,0.457142857142857,70,105,0.666666666666667,1,1,208,264,452,438,310.5,76,498,96,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244732,"Caleb Huntley",9,6,11,1.5,-3.46201113383157,-0.384667903759063,-0.577001855638595,26,2.88888888888889,4.33333333333333,0.333333333333333,6,9,0.666666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244733,"Markice Hurt",7,4,11,1.75,0.356152473247229,0.0508789247496041,0.0890381183118072,39,5.57142857142857,9.75,0.428571428571429,4,7,0.571428571428571,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244734,"Hassan Littles",3,2,11,1.5,-1.10350853904124,-0.367836179680414,-0.551754269520621,20,6.66666666666667,10,0.333333333333333,2,3,0.666666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2050","Ball State","fbs","Mid-American",2017,4244739,"Khalil Newton",22,4,11,5.5,9.32939957934718,0.424063617243054,2.33234989483679,183,8.31818181818182,45.75,0.5,12,22,0.545454545454545,1,0,430,220,266,335,557,540.5,290.5,216,"G5"
