"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"201","Oklahoma","fbs","Big 12",2022,4247781,"Michael Turk",3,3,11,1,4.39272510071876,1.46424170023959,1.46424170023959,5,1.66666666666667,1.66666666666667,0.666666666666667,2,3,0.666666666666667,1,0,0,0,0.00208333333333333,0.00104166666666667,3,5,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4360282,"Drake Stoops",1,1,11,1,2.43208005245703,2.43208005245703,2.43208005245703,18,18,18,1,1,1,1,1,0,0,0,0.0225,0.0225,1,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4360290,"Brayden Willis",1,1,11,1,2.73321518582236,2.73321518582236,2.73321518582236,26,26,26,1,1,1,1,1,0,0,0,0.0325,0.0325,1,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4426484,"Marcus Major",2,2,11,1,0.971504209297134,0.485752104648567,0.485752104648567,22,11,11,0.5,2,2,1,1,0,0,0,0.01375,0.00916666666666667,2,22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4426535,"Theo Wease",1,1,11,1,3.21139614353835,3.21139614353835,3.21139614353835,15,15,15,1,1,1,1,1,0,0,0,0.01875,0.01875,1,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4427238,"Dillon Gabriel",289,10,11,28.9,69.4284797412224,0.240236954121877,6.94284797412224,2437,8.43252595155709,243.7,0.480968858131488,187,289,0.647058823529412,14,0,0,0,0.568633333333333,0.355395833333333,289,2437,8.43252595155709,59,61,61,34,43.5,45,22,40,45,22,37,40,"P5"
"201","Oklahoma","fbs","Big 12",2022,4428887,"Davis Beville",29,3,11,9.66666666666667,-7.52368743856874,-0.259437497881681,-2.50789581285625,102,3.51724137931034,34,0.241379310344828,15,29,0.517241379310345,0,0,0,0,0,0,29,102,3.51724137931034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4570561,"Eric Gray",1,1,11,1,-0.646272769331752,-0.646272769331752,-0.646272769331752,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4686472,"Marvin Mims",2,2,11,1,8.8422545467312,4.4211272733656,4.4211272733656,95,47.5,47.5,1,2,2,1,2,0,0,0,0.0791666666666667,0.059375,2,95,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"201","Oklahoma","fbs","Big 12",2022,4755664,"Nick Evers",1,1,11,1,-0.871396155670356,-0.871396155670356,-0.871396155670356,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
