"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"2032","Arkansas State","fbs","Sun Belt",2014,515871,"Darion Griswold",1,1,11,1,2.84532648285958,2.84532648285958,2.84532648285958,10,10,10,1,1,1,1,1,0,0,0,0.0125,0.0125,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,515874,"Stephen Hogan",6,3,11,2,-1.54886935547212,-0.258144892578687,-0.516289785157375,18,3,6,0.333333333333333,3,6,0.5,0,0,0,0,0,0,6,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,515882,"J.D. McKissic",1,1,11,1,-1.06657246984292,-1.06657246984292,-1.06657246984292,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,515892,"Chris Stone",1,1,11,1,-2.19009748759108,-2.19009748759108,-2.19009748759108,-2,-2,-2,0,1,1,1,0,0,0,0,0,0,1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,538142,"Luke Ferguson",1,1,11,1,4.79845916467483,4.79845916467483,4.79845916467483,24,24,24,1,1,1,1,0,0,0,0,0,0,1,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,538152,"Tres Houston",4,4,11,1,11.1634705206251,2.79086763015629,2.79086763015629,40,10,10,0.75,3,4,0.75,3,0,0,0,0.01875,0.0107142857142857,4,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,538156,"Fredi Knighten",357,11,11,32.4545454545455,64.5751531621511,0.18088278196681,5.87046846928646,2441,6.8375350140056,221.909090909091,0.436974789915966,218,357,0.610644257703081,10,0,0,0,0.504338842975207,0.264177489177489,357,2441,6.8375350140056,55,61,71,59.5,49,41,78,52,41,78,53,70,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,545944,"Brandon Cox",2,2,11,1,-1.8140357653543,-0.907017882677152,-0.907017882677152,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,545959,"Booker Mays",1,1,11,1,4.94982067452237,4.94982067452237,4.94982067452237,26,26,26,1,1,1,1,1,0,0,0,0.0325,0.0325,1,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,545962,"Dijon Paschal",2,1,11,2,12.6030186568296,6.30150932841479,12.6030186568296,93,46.5,93,1,2,2,1,2,0,0,0,0.155,0.155,2,93,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"2032","Arkansas State","fbs","Sun Belt",2014,3123714,"Blake Mack",1,1,11,1,3.98679423201642,3.98679423201642,3.98679423201642,47,47,47,1,1,1,1,1,0,0,0,0.05875,0.05875,1,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
