"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2019,4035312,"Anthony Brown",121,5,11,24.2,45.2715810327795,0.374145297791566,9.0543162065559,1059,8.75206611570248,211.8,0.446280991735537,73,121,0.603305785123967,6,0,0,0,0.453857142857143,0.288818181818182,121,1059,8.75206611570248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4035319,"Kobay White",1,1,11,1,4.48690875391263,4.48690875391263,4.48690875391263,13,13,13,1,1,1,1,1,0,0,0,0.01625,0.01625,1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4239938,"CJ Lewis",1,1,11,1,4.09107670547531,4.09107670547531,4.09107670547531,12,12,12,1,1,1,1,1,0,0,0,0.015,0.015,1,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4239939,"Dennis Grosel",131,9,11,14.5555555555556,8.78194772579999,0.0670377688992365,0.975771969533332,833,6.3587786259542,92.5555555555556,0.366412213740458,64,131,0.488549618320611,8,0,0,0,0.205679012345679,0.108888888888889,131,833,6.3587786259542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4360202,"Matt Valecce",5,2,11,2.5,0.119252304975779,0.0238504609951558,0.0596261524878895,27,5.4,13.5,0.2,3,5,0.6,0,0,0,0,0,0,5,27,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4360205,"David Bailey",1,1,11,1,3.41240440368169,3.41240440368169,3.41240440368169,16,16,16,1,1,1,1,1,0,0,0,0.02,0.02,1,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2019,4429615,"Zay Flowers",1,1,11,1,-0.602753874153196,-0.602753874153196,-0.602753874153196,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","FBS Independents",2019,3125956,"Randall West",133,7,11,19,27.4404582199251,0.206319234736279,3.9200654599893,749,5.63157894736842,107,0.413533834586466,84,133,0.631578947368421,6,0,0,0,0.229285714285714,0.123461538461538,133,749,5.63157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2019,4051777,"Mike Fallon",2,1,11,2,2.47861746578871,1.23930873289436,2.47861746578871,40,20,40,1,2,2,1,0,0,0,0,0,0,2,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2019,4242394,"Michael Curtis",60,3,11,20,1.07200854335469,0.0178668090559115,0.35733618111823,288,4.8,96,0.35,30,60,0.5,2,0,0,0,0.16,0.096,60,288,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2019,4256222,"Chinedu Ogbonna",1,1,11,1,-2.92991344396961,-2.92991344396961,-2.92991344396961,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2019,4427647,"Jermaine Johnson Jr.",2,2,11,1,8.17994199112829,4.08997099556415,4.08997099556415,43,21.5,21.5,1,2,2,1,2,0,0,0,0.0358333333333333,0.026875,2,43,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
