"pctile","GEI","EPAplay","pass_success","rush_success","early_down_success","early_down_EPA","late_down_success","success","yardsplay","dropbacks","rushes","EPAdropback","EPArush","yardsdropback","pass_explosive","rush_explosive","explosive","third_down_success","red_zone_success","play_stuffed","nonExplosiveEpaPerPlay","havoc","yardsrush","lineyards","opportunity_run","third_down_distance"
0.01,1.23906756161395,-0.50405521285853,0.0390615384615385,0.0569440815259995,0.196329154612665,-0.507238122181721,0.111111111111111,0.219541396103896,2.6533649122807,8,15,-0.822765613513825,-0.58628394246064,0.714368421052632,0,0,0.01355,0.0909090909090909,0,0.118564705882353,-0.748945567139457,0.00410526315789474,2.08605351170569,0.317824824824825,0,3.836875
0.02,1.37698758758263,-0.425361601249961,0.0474553571428571,0.0649350649350649,0.215378151260504,-0.449510711570728,0.153,0.241674876847291,3.19172413793103,11,17,-0.697998977847453,-0.512614549864759,1.55021929824561,0,0,0.0172413793103448,0.133333333333333,0,0.145109864422627,-0.686887491661152,0.0142857142857143,2.35096774193548,0.52025,0,4.21428571428571
0.03,1.49913886830644,-0.396823903190931,0.0666666666666667,0.0741680486456606,0.232558139534884,-0.39377326458822,0.176470588235294,0.254013989776702,3.50971014492754,13,18,-0.640615194981791,-0.467861883657304,2.15257142857143,0,0,0.0227716823406479,0.159385964912281,0,0.153846153846154,-0.643959109623226,0.0163934426229508,2.5,0.652988636363636,0,4.46666666666667
0.04,1.61379397494312,-0.345713987654406,0.0787203302373581,0.0827322404371585,0.244675563736769,-0.375461297157993,0.2,0.267192488262911,3.70226905514577,15,19,-0.584420487975244,-0.435483728204256,2.54577777777778,0,0,0.0288033126293996,0.181818181818182,0,0.162506203473945,-0.615601349031402,0.0209561403508772,2.67857142857143,0.751185185185185,0.0751242381622129,4.64
0.05,1.70536359427634,-0.320746698924081,0.0850883519653804,0.0894179483196106,0.256410256410256,-0.352203733424572,0.210526315789474,0.28,3.79983050847458,17,20,-0.545413856985059,-0.389750775349364,2.92714285714286,0,0,0.03125,0.2,0,0.171347708894879,-0.591323220448946,0.0256247971437845,2.76911764705882,0.8221875,0.0885250412768299,4.76397058823529
0.06,1.79300791440164,-0.295642354951903,0.0909090909090909,0.0929861111111111,0.27027027027027,-0.333249094226336,0.222222222222222,0.285714285714286,3.93782692307692,18,20,-0.515562204682835,-0.358706071667625,3.18833333333333,0,0,0.0333333333333333,0.214285714285714,0.025263157894737,0.175675675675676,-0.568418398234414,0.0273972602739726,2.8871746031746,0.861676829268293,0.0975609756097561,4.89266666666667
0.07,1.89176249690611,-0.278952382621982,0.0972222222222222,0.0985915492957746,0.277777777777778,-0.315797678901204,0.235294117647059,0.293271264367816,4.02565942028986,18,21,-0.489308650441677,-0.335836946597631,3.30962864721485,0.0103055697496168,0,0.0369150858175248,0.214285714285714,0.1,0.180816457318636,-0.548311259334126,0.0301809136137494,2.94115131578947,0.902846153846154,0.104320604768366,5
0.08,1.97333780815478,-0.270775196486815,0.102103610675039,0.101799217731421,0.282608695652174,-0.298652594291118,0.25,0.301224624525499,4.13833333333333,19,22,-0.460631909231752,-0.309408861784079,3.49137254901961,0.0125,0,0.0384615384615385,0.222222222222222,0.111111111111111,0.184911297852474,-0.533776437426576,0.0326300784034212,3,0.964804878048781,0.108546686746988,5.16666666666667
0.09,2.1321879534723,-0.259118751997225,0.109375,0.107142857142857,0.285714285714286,-0.280972596288737,0.263157894736842,0.307263986013986,4.22347006651885,20,22,-0.441067521540938,-0.288089976875765,3.55134210526316,0.0133333333333333,0,0.0402756756756757,0.230769230769231,0.125,0.190833333333333,-0.523886229183738,0.0349877600979192,3.12,1.01474594594595,0.116113919784294,5.28571428571429
0.1,2.20903601080168,-0.242974664355251,0.113177115033475,0.109739391914467,0.290707070707071,-0.263631921247411,0.266666666666667,0.313432835820896,4.29941176470588,20,22,-0.421487381393808,-0.276069792768543,3.68541666666667,0.0138888888888889,0,0.0422535211267606,0.25,0.142857142857143,0.195054200542005,-0.512695446933141,0.037037037037037,3.2,1.05371428571429,0.121580671580672,5.35714285714286
0.11,2.27019572577663,-0.231823294049489,0.117871517027864,0.11341533317411,0.295698653198653,-0.249321429045036,0.277777777777778,0.317669552669553,4.35864389233954,21,23,-0.400800939020251,-0.261152676776927,3.82948051948052,0.0147058823529412,0.00995899589958996,0.0434782608695652,0.25,0.165614035087719,0.2,-0.497849022566921,0.0397188118811881,3.26672727272727,1.0851862745098,0.127067821067821,5.39211111111111
