"team_id","pos_team","division","conference","season","player_id","passer_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","comp","att","comppct","passing_td","sacked","sack_yds","pass_int","detmer","detmergame","dropbacks","sack_adj_yards","yardsdropback","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","comppct_rank","yards_rank","yardsplay_rank","yardsgame_rank","sack_adj_yards_rank","yardsdropback_rank","detmer_rank","detmergame_rank","fbs_class"
"103","Boston College","fbs","ACC",2021,4239939,"Dennis Grosel",173,7,11,24.7142857142857,5.48165061892256,0.0316858417278761,0.783092945560365,1123,6.49132947976879,160.428571428571,0.393063583815029,100,173,0.578034682080925,5,0,0,0,0.334226190476191,0.167113095238095,173,1123,6.49132947976879,118,117,117,105,111,118,105,110,118,105,109,106,"P5"
"103","Boston College","fbs","ACC",2021,4372768,"Phil Jurkovec",65,5,11,13,27.5936783969157,0.424518129183319,5.51873567938314,607,9.33846153846154,121.4,0.384615384615385,33,65,0.507692307692308,4,0,0,0,0.2428,0.134888888888889,65,607,9.33846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"103","Boston College","fbs","ACC",2021,4683501,"Emmett Morehead",16,2,11,8,-3.45502402757694,-0.215939001723559,-1.72751201378847,87,5.4375,43.5,0.25,6,16,0.375,0,0,0,0,0,0,16,87,5.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"113","Massachusetts","fbs","FBS Independents",2021,4243162,"Tyler Lytle",14,1,10,14,-5.81509156433814,-0.41536368316701,-5.81509156433814,54,3.85714285714286,54,0.214285714285714,5,14,0.357142857142857,0,0,0,0,0,0,14,54,3.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2021,4427118,"Garrett Dzuro",52,4,10,13,35.7681640658805,0.68784930895924,8.94204101647012,519,9.98076923076923,129.75,0.403846153846154,30,52,0.576923076923077,5,0,0,0,0.2703125,0.180208333333333,52,519,9.98076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2021,4571420,"Isaac Ross",1,1,10,1,1.26839956644239,1.26839956644239,1.26839956644239,25,25,25,1,1,1,1,0,0,0,0,0,0,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"113","Massachusetts","fbs","FBS Independents",2021,4683471,"Brady Olson",238,7,10,34,49.6313047426248,0.208534893876575,7.09018639180355,1667,7.00420168067227,238.142857142857,0.382352941176471,121,238,0.508403361344538,16,0,0,0,0.560336134453781,0.41416149068323,238,1667,7.00420168067227,87,75,89,115,127,88,96,49,88,96,44,27,"G5"
"113","Massachusetts","fbs","FBS Independents",2021,4683666,"Zamar Wise",12,3,10,4,-1.93838024494957,-0.161531687079131,-0.646126748316525,29,2.41666666666667,9.66666666666667,0.333333333333333,8,12,0.666666666666667,0,0,0,0,0,0,12,29,2.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5"
"12","Arizona","fbs","Pac-12",2021,4360890,"Jordan McCloud",122,2,11,61,51.3769687930662,0.421122695025133,25.6884843965331,830,6.80327868852459,415,0.524590163934426,84,122,0.688524590163934,2,0,0,0,0.691666666666667,0.51875,122,830,6.80327868852459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2021,4372597,"Jamarye Joiner",10,6,11,1.66666666666667,7.65054221682258,0.765054221682258,1.27509036947043,89,8.9,14.8333333333333,0.3,4,10,0.4,2,0,0,0,0.0247222222222222,0.00927083333333333,10,89,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2021,4426999,"Gunner Cruz",91,4,11,22.75,-7.31831030332342,-0.0804209923442134,-1.82957757583086,536,5.89010989010989,134,0.395604395604396,62,91,0.681318681318681,2,0,0,0,0.223333333333333,0.111666666666667,91,536,5.89010989010989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"12","Arizona","fbs","Pac-12",2021,4430635,"Will Plummer",225,9,11,25,45.2231166543985,0.200991629575105,5.02479073937761,1450,6.44444444444444,161.111111111111,0.386666666666667,135,225,0.6,4,0,0,0,0.322222222222222,0.123931623931624,225,1450,6.44444444444444,94,94,91,109,91,100,106,109,100,106,111,119,"P5"
"12","Arizona","fbs","Pac-12",2021,4569156,"Michael Wiley",1,1,11,1,-0.0801040816734941,-0.0801040816734941,-0.0801040816734941,4,4,4,0,1,1,1,0,0,0,0,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4241934,"Tayon Fleet-Davis",1,1,11,1,2.80739357167765,2.80739357167765,2.80739357167765,10,10,10,1,1,1,1,1,0,0,0,0.0125,0.0125,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4249295,"Reece Udinski",9,2,11,4.5,-4.75569744937168,-0.528410827707964,-2.37784872468584,18,2,9,0.333333333333333,6,9,0.666666666666667,0,0,0,0,0,0,9,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4360635,"Chigoziem Okonkwo",2,1,11,2,8.67746811479808,4.33873405739904,8.67746811479808,64,32,64,1,2,2,1,2,0,0,0,0.106666666666667,0.106666666666667,2,64,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4372041,"Brian Cobbs",4,1,11,4,12.6551421507001,3.16378553767503,12.6551421507001,152,38,152,1,4,4,1,4,0,0,0,0.304,0.304,4,152,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4429608,"Corey Dyches",1,1,11,1,2.33189552652465,2.33189552652465,2.33189552652465,11,11,11,1,1,1,1,1,0,0,0,0.01375,0.01375,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"120","Maryland","fbs","Big Ten",2021,4567097,"Taulia Tagovailoa",427,11,11,38.8181818181818,118.790994262148,0.278199049794257,10.7991812965589,3358,7.86416861826698,305.272727272727,0.503512880562061,295,427,0.690866510538642,13,0,0,0,0.708668831168831,0.413390151515152,427,3358,7.86416861826698,26,31,63,29,16,16,63,15,16,63,17,28,"P5"
"127","Michigan State","fbs","Big Ten",2021,4044122,"Anthony Russo",2,1,11,2,0.577527825011739,0.28876391250587,0.577527825011739,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"127","Michigan State","fbs","Big Ten",2021,4241961,"Connor Heyward",1,1,11,1,1.73530726918627,1.73530726918627,1.73530726918627,2,2,2,1,1,1,1,1,0,0,0,0.0025,0.0025,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"127","Michigan State","fbs","Big Ten",2021,4362249,"Jayden Reed",3,2,11,1.5,10.5318230844746,3.51060769482487,5.2659115422373,52,17.3333333333333,26,1,3,3,1,3,0,0,0,0.04875,0.039,3,52,17.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"127","Michigan State","fbs","Big Ten",2021,4428063,"Tre Mosley",1,1,11,1,3.06603040381265,3.06603040381265,3.06603040381265,9,9,9,1,1,1,1,1,0,0,0,0.01125,0.01125,1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"127","Michigan State","fbs","Big Ten",2021,4430590,"Payton Thorne",301,11,11,27.3636363636364,101.412206206872,0.33691762859426,9.21929147335202,2484,8.25249169435216,225.818181818182,0.428571428571429,183,301,0.60797342192691,14,0,0,0,0.526909090909091,0.316145454545455,301,2484,8.25249169435216,43,49,43,88,82,38,47,59,38,47,55,60,"P5"
"127","Michigan State","fbs","Big Ten",2021,4600597,"Montorie Foster",1,1,11,1,4.18554658360326,4.18554658360326,4.18554658360326,52,52,52,1,1,1,1,1,0,0,0,0.065,0.065,1,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4362159,"Alan Bowman",4,1,13,4,-0.359087923529514,-0.0897719808823785,-0.359087923529514,35,8.75,35,0.25,3,4,0.75,0,0,0,0,0,0,4,35,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4426479,"Cornelius Johnson",1,1,13,1,6.10781490614479,6.10781490614479,6.10781490614479,87,87,87,1,1,1,1,1,0,0,0,0.10875,0.10875,1,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4427455,"Cade McNamara",300,13,13,23.0769230769231,73.0338056649742,0.243446018883247,5.61798505115186,2266,7.55333333333333,174.307692307692,0.463333333333333,195,300,0.65,11,0,0,0,0.399455128205128,0.199727564102564,300,2266,7.55333333333333,64,89,80,61,45,53,76,101,53,76,98,100,"P5"
"130","Michigan","fbs","Big Ten",2021,4427834,"Erick All",1,1,13,1,2.55801879835597,2.55801879835597,2.55801879835597,5,5,5,1,1,1,1,1,0,0,0,0.00625,0.00625,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4428414,"Mike Sainristil",1,1,13,1,3.31366045018164,3.31366045018164,3.31366045018164,19,19,19,1,1,1,1,1,0,0,0,0.02375,0.02375,1,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4431492,"Roman Wilson",1,1,13,1,5.43732354767437,5.43732354767437,5.43732354767437,75,75,75,1,1,1,1,1,0,0,0,0.09375,0.09375,1,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4433970,"J.J. McCarthy",38,10,13,3.8,4.51281832489696,0.118758376970973,0.451281832489696,365,9.60526315789474,36.5,0.368421052631579,25,38,0.657894736842105,3,0,0,0,0.0684375,0.0210576923076923,38,365,9.60526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"130","Michigan","fbs","Big Ten",2021,4608858,"Dan Villari",2,1,13,2,-1.46252527675854,-0.731262638379271,-1.46252527675854,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
"135","Minnesota","fbs","Big Ten",2021,4240735,"Chris Autman-Bell",1,1,12,1,4.30321844875962,4.30321844875962,4.30321844875962,14,14,14,1,1,1,1,1,0,0,0,0.0175,0.0175,1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P5"
