"pctile","GEI","EPAplay","pass_success","rush_success","early_down_success","early_down_EPA","late_down_success","success","yardsplay","dropbacks","rushes","EPAdropback","EPArush","yardsdropback","pass_explosive","rush_explosive","explosive","third_down_success","red_zone_success","play_stuffed","nonExplosiveEpaPerPlay","havoc","yardsrush","lineyards","opportunity_run","third_down_distance"
0.01,1.19967018605979,-0.604337321613137,0.0307692307692308,0.0410236949278045,0.190369458128079,-0.574533991421247,0.13225,0.2198375,1.95487966515521,8,14,-0.932730619749346,-0.664899098090308,1,0,0,0.0144658385093168,0.0909090909090909,0,0.140274784482759,-0.774624241334673,0.0404187851217554,1.49409090909091,0.119863408521303,0.0623996913580247,4
0.02,1.38199251383872,-0.524111458195281,0.0474733893557423,0.0605111354508945,0.219512195121951,-0.508338112403089,0.153846153846154,0.23728813559322,2.44410714285714,11,17,-0.834344869229488,-0.607187789152462,1.46188505747126,0,0,0.0171654003506721,0.142857142857143,0,0.168052434456929,-0.740163884821149,0.0530459126539754,1.94900432900433,0.313008928571429,0.072463768115942,4.23076923076923
0.03,1.48565246955054,-0.457142531439978,0.0625,0.0709398496240602,0.235294117647059,-0.46127616934733,0.176470588235294,0.254545454545455,2.76887619047619,12.61,18,-0.77462558126445,-0.548884892589368,1.98741935483871,0,0,0.0206675170068027,0.166666666666667,0,0.177049335863378,-0.704979686750148,0.0579710144927536,2.22884191176471,0.414166666666667,0.0852646600934094,4.46193939393939
0.04,1.56614688696112,-0.421957119843713,0.0683576855639977,0.0806451612903226,0.25,-0.436341474508041,0.2,0.269285714285714,2.96589355742297,14,19,-0.695556848530386,-0.4873850467128,2.45987179487179,0,0,0.0272047389855609,0.181818181818182,0,0.184404858299595,-0.679374947531813,0.0625,2.33333333333333,0.544557419354839,0.0941554054054054,4.68578947368421
0.05,1.64138984147086,-0.403564322126196,0.0769230769230769,0.0866076221148685,0.254901960784314,-0.422122829862764,0.203684210526316,0.279189466484268,3.10919034090909,16,20,-0.650832180733077,-0.456638613282636,2.62601744186047,0,0,0.0294117647058824,0.2,0,0.194916059550206,-0.651357142927703,0.0660964912280702,2.46371951219512,0.653492063492064,0.1,4.82005347593583
0.06,1.68237029090939,-0.388504378834428,0.0824429223744292,0.0920318302387268,0.26530612244898,-0.403760077835927,0.222222222222222,0.285714285714286,3.22684607645875,17,21,-0.61373759545718,-0.438928302325487,2.86430303030303,0,0,0.0318586789554532,0.2,0.0833333333333333,0.202702702702703,-0.63378629464168,0.0689655172413793,2.57467980295567,0.704722222222222,0.107263736263736,4.90909090909091
0.07,1.79478230584183,-0.37087980819964,0.0895694603903559,0.1,0.271325115562404,-0.385352774424703,0.230769230769231,0.288164928292047,3.300122803703,18,21,-0.583459751888054,-0.416512703587177,3.05358974358974,0.0120481927710843,0,0.0344827586206897,0.214285714285714,0.119027777777778,0.205515713134569,-0.621788830353153,0.0723048716605553,2.71086466165414,0.775683046683047,0.117647058823529,5
0.08,1.85443382729382,-0.355464539673897,0.0952380952380952,0.103896103896104,0.279018087855297,-0.362362782432951,0.235294117647059,0.293324137931035,3.37291483757682,19,22,-0.56329303503878,-0.388331709226636,3.25491472868217,0.0125,0,0.0365764966740576,0.230769230769231,0.133333333333333,0.21272590738423,-0.610960741125821,0.075,2.87192956713133,0.816067567567568,0.124943820224719,5.06235294117647
0.09,1.90749614680723,-0.337203243308496,0.0985915492957746,0.108378378378378,0.28365374808771,-0.343043829829281,0.25,0.296875,3.52284949832776,19,23,-0.535875161013628,-0.381024859409674,3.34866531850354,0.012987012987013,0,0.0384615384615385,0.235294117647059,0.149340659340659,0.218355276907001,-0.599556980407196,0.0778975468975469,2.9704367201426,0.84491958041958,0.129792207792208,5.17480392156863
0.1,1.93014704003446,-0.319037135977181,0.103496503496503,0.109926829268293,0.288888888888889,-0.325019517903393,0.25,0.3,3.6360326428123,20,23,-0.506354423944726,-0.360164613247121,3.43369963369963,0.0133333333333333,0,0.04,0.25,0.166666666666667,0.222222222222222,-0.577657365306924,0.0795454545454545,3.06541666666667,0.8794375,0.133333333333333,5.22820512820513
